transaction_id,amount_gbp,hour_of_day,merchant_category,payment_method,transaction_velocity,location_risk,fraud_label,timestamp
366,1309.41,18,groceries,credit_card,6,8,0,2025-01-02 00:20:00
367,56.46,22,fashion,bank_transfer,12,7,0,2025-01-01 06:06:00
368,1265.89,12,gaming,credit_card,8,4,0,2025-01-02 00:28:00
369,1368.9,17,gaming,mobile_wallet,3,1,0,2025-01-02 06:40:00
370,1312.47,0,gaming,debit_card,11,5,1,2025-01-02 00:36:00
371,954.16,16,gaming,credit_card,14,3,0,2025-01-01 18:30:00
372,1592.5,15,fashion,bank_transfer,10,1,0,2025-01-02 06:55:00
373,676.49,17,fashion,mobile_wallet,13,5,0,2025-01-02 07:00:00
374,1946.06,20,fashion,debit_card,4,2,0,2025-01-01 18:39:00
375,131.51,20,fuel,bank_transfer,10,8,0,2025-01-01 18:42:00
376,919.14,14,gaming,bank_transfer,12,4,0,2025-01-02 01:00:00
377,1475.23,16,fashion,bank_transfer,1,7,0,2025-01-02 07:20:00
378,1345.98,20,fuel,mobile_wallet,10,5,0,2025-01-01 18:51:00
379,361.57,6,restaurants,bank_transfer,9,8,0,2025-01-01 12:36:00
380,1704.48,20,subscriptions,bank_transfer,7,5,0,2025-01-01 18:57:00
381,1659.47,11,electronics,bank_transfer,2,7,0,2025-01-02 07:40:00
382,1344.66,5,restaurants,mobile_wallet,7,6,0,2025-01-02 01:24:00
383,1098.89,14,subscriptions,mobile_wallet,3,2,0,2025-01-01 12:44:00
384,1191.01,21,fashion,bank_transfer,15,3,0,2025-01-01 19:09:00
385,718.05,11,electronics,debit_card,13,4,0,2025-01-01 12:48:00
386,561.53,1,gaming,credit_card,6,5,0,2025-01-02 01:40:00
387,474.92,22,gaming,mobile_wallet,14,0,0,2025-01-02 01:44:00
388,1372.2,9,gaming,credit_card,8,9,1,2025-01-01 12:54:00
389,1734.37,5,restaurants,bank_transfer,7,10,0,2025-01-01 19:24:00
390,411.82,11,travel,bank_transfer,9,3,0,2025-01-02 01:56:00
391,849.73,13,restaurants,credit_card,7,8,0,2025-01-01 19:30:00
392,138.61,3,fuel,bank_transfer,14,0,0,2025-01-01 13:02:00
393,835.33,7,restaurants,bank_transfer,7,0,0,2025-01-02 08:40:00
394,1410.53,16,fuel,debit_card,5,1,0,2025-01-01 06:33:00
395,496.42,21,groceries,bank_transfer,2,8,0,2025-01-02 08:50:00
396,250.33,18,fuel,credit_card,5,1,0,2025-01-01 13:10:00
397,291.58,7,gaming,mobile_wallet,4,10,0,2025-01-01 06:36:00
398,1483.15,8,fuel,bank_transfer,4,6,0,2025-01-01 19:51:00
399,910.68,21,travel,credit_card,4,2,0,2025-01-02 02:32:00
400,49.8,12,gaming,debit_card,15,2,0,2025-01-02 09:15:00
401,216.74,22,gaming,mobile_wallet,9,8,0,2025-01-01 13:20:00
402,328.0,16,travel,credit_card,1,8,0,2025-01-02 09:25:00
403,1526.04,0,electronics,debit_card,15,8,1,2025-01-02 09:30:00
404,1018.76,22,travel,debit_card,6,3,0,2025-01-01 13:26:00
405,130.01,18,fashion,debit_card,14,3,0,2025-01-01 06:44:00
406,1030.9,19,restaurants,debit_card,8,3,0,2025-01-02 03:00:00
407,1721.74,15,restaurants,bank_transfer,3,7,0,2025-01-01 20:18:00
408,1871.46,8,electronics,debit_card,10,9,1,2025-01-01 20:21:00
409,1617.05,10,gaming,credit_card,9,1,0,2025-01-02 10:00:00
410,301.25,15,travel,credit_card,10,1,0,2025-01-01 13:38:00
411,1876.66,15,groceries,bank_transfer,9,10,0,2025-01-01 20:30:00
412,619.74,18,restaurants,debit_card,15,3,0,2025-01-01 13:42:00
413,1726.54,20,travel,mobile_wallet,9,5,0,2025-01-01 06:52:00
414,132.36,6,subscriptions,credit_card,9,5,0,2025-01-01 20:39:00
415,1411.9,15,subscriptions,debit_card,11,4,0,2025-01-02 10:30:00
416,1729.91,5,restaurants,credit_card,8,3,0,2025-01-01 13:50:00
417,1217.05,0,groceries,bank_transfer,13,1,0,2025-01-02 10:40:00
418,1742.37,15,groceries,debit_card,10,9,0,2025-01-01 20:51:00
419,1717.9,0,electronics,mobile_wallet,8,2,0,2025-01-01 20:54:00
420,1514.38,10,subscriptions,credit_card,5,1,0,2025-01-01 13:58:00
421,1716.5,2,groceries,credit_card,12,8,1,2025-01-01 07:00:00
422,1664.7,0,groceries,credit_card,13,4,0,2025-01-02 04:04:00
423,307.33,1,restaurants,mobile_wallet,13,7,0,2025-01-02 11:10:00
424,1737.2,12,electronics,mobile_wallet,13,10,1,2025-01-02 11:15:00
425,611.39,13,gaming,debit_card,2,0,0,2025-01-01 07:04:00
426,592.91,23,electronics,debit_card,9,1,0,2025-01-02 04:20:00
427,330.92,10,fuel,bank_transfer,7,10,0,2025-01-01 07:06:00
428,228.95,20,fuel,credit_card,6,2,0,2025-01-01 14:14:00
429,1432.11,8,restaurants,mobile_wallet,2,5,0,2025-01-01 07:08:00
430,94.82,22,electronics,debit_card,9,7,0,2025-01-01 14:18:00
431,1642.1,15,groceries,credit_card,12,9,1,2025-01-01 07:10:00
432,1529.22,18,groceries,credit_card,9,6,0,2025-01-01 21:33:00
433,603.93,17,fuel,mobile_wallet,1,7,0,2025-01-02 12:00:00
434,729.25,11,fashion,bank_transfer,13,1,0,2025-01-01 14:26:00
435,1572.78,23,gaming,debit_card,15,1,1,2025-01-01 21:42:00
436,830.71,5,groceries,credit_card,4,7,0,2025-01-01 07:15:00
437,995.67,2,restaurants,mobile_wallet,14,5,0,2025-01-01 14:32:00
438,1742.65,12,groceries,bank_transfer,3,0,0,2025-01-01 21:51:00
439,771.41,6,travel,mobile_wallet,14,7,0,2025-01-02 05:12:00
440,1267.8,22,groceries,bank_transfer,12,0,0,2025-01-01 14:38:00
441,1015.57,9,restaurants,credit_card,7,10,0,2025-01-01 14:40:00
442,1517.43,4,travel,mobile_wallet,9,8,1,2025-01-02 05:24:00
443,263.71,8,groceries,bank_transfer,3,6,0,2025-01-01 22:06:00
444,1539.02,5,travel,debit_card,14,0,1,2025-01-01 22:09:00
445,1265.51,4,subscriptions,credit_card,11,7,0,2025-01-01 07:24:00
446,741.94,17,restaurants,credit_card,8,5,0,2025-01-01 22:15:00
447,1145.54,12,fashion,bank_transfer,2,7,0,2025-01-02 13:10:00
448,834.93,21,travel,debit_card,2,7,0,2025-01-01 14:54:00
449,132.55,23,electronics,debit_card,9,3,0,2025-01-02 05:52:00
450,1379.2,1,gaming,mobile_wallet,9,1,0,2025-01-01 22:27:00
451,1647.32,10,fuel,debit_card,12,2,0,2025-01-02 06:00:00
452,516.97,4,fuel,credit_card,3,1,0,2025-01-01 15:02:00
453,765.3,22,travel,debit_card,8,2,0,2025-01-02 06:08:00
454,1202.14,17,groceries,bank_transfer,1,5,0,2025-01-01 22:39:00
455,1889.66,20,travel,bank_transfer,4,4,0,2025-01-02 13:50:00
456,593.75,2,restaurants,mobile_wallet,13,5,0,2025-01-01 07:35:00
457,79.75,0,fashion,credit_card,1,4,0,2025-01-01 07:36:00
458,1365.16,23,fashion,mobile_wallet,12,4,0,2025-01-02 06:28:00
459,273.29,10,travel,bank_transfer,12,0,0,2025-01-01 07:38:00
460,1330.31,15,restaurants,bank_transfer,12,1,0,2025-01-01 07:39:00
461,127.77,1,travel,mobile_wallet,1,8,0,2025-01-01 15:20:00
462,1284.58,20,travel,bank_transfer,13,7,1,2025-01-01 07:41:00
463,1804.86,17,groceries,bank_transfer,6,3,0,2025-01-01 23:06:00
464,768.68,22,fashion,bank_transfer,5,1,0,2025-01-02 06:52:00
465,1544.24,12,travel,credit_card,1,9,1,2025-01-01 23:12:00
466,38.85,21,groceries,credit_card,6,2,0,2025-01-02 07:00:00
467,703.6,1,subscriptions,bank_transfer,2,7,0,2025-01-01 23:18:00
468,550.87,12,gaming,mobile_wallet,14,10,1,2025-01-02 14:55:00
469,800.64,4,restaurants,bank_transfer,1,8,0,2025-01-01 15:36:00
470,1347.9,17,electronics,mobile_wallet,8,5,0,2025-01-02 07:16:00
471,252.85,2,fuel,bank_transfer,5,8,0,2025-01-01 15:40:00
472,1667.65,20,gaming,debit_card,5,9,1,2025-01-01 23:33:00
473,840.35,22,fuel,debit_card,13,7,0,2025-01-01 07:52:00
474,1266.33,9,gaming,bank_transfer,11,3,1,2025-01-01 07:53:00
475,1159.94,22,electronics,bank_transfer,2,1,0,2025-01-02 07:36:00
476,1372.75,19,fuel,mobile_wallet,10,5,0,2025-01-02 15:35:00
477,410.04,7,gaming,bank_transfer,2,10,0,2025-01-01 07:56:00
478,1126.63,17,fashion,bank_transfer,11,2,0,2025-01-01 07:57:00
479,502.74,14,travel,bank_transfer,3,9,0,2025-01-01 15:56:00
480,1798.69,12,travel,debit_card,13,9,1,2025-01-02 07:56:00
481,1088.32,15,groceries,credit_card,6,2,0,2025-01-02 16:00:00
482,1571.09,1,travel,bank_transfer,1,10,1,2025-01-02 16:05:00
483,540.08,3,gaming,bank_transfer,11,10,1,2025-01-01 08:02:00
484,735.75,18,subscriptions,bank_transfer,12,6,0,2025-01-02 00:09:00
485,881.13,19,fuel,mobile_wallet,4,4,0,2025-01-01 08:04:00
486,290.92,2,fashion,bank_transfer,6,4,0,2025-01-02 00:15:00
487,1031.7,19,travel,credit_card,7,1,0,2025-01-01 08:06:00
488,1517.55,19,restaurants,bank_transfer,7,2,0,2025-01-02 00:21:00
489,569.66,11,electronics,bank_transfer,3,4,0,2025-01-02 08:32:00
490,386.73,15,subscriptions,credit_card,4,10,0,2025-01-02 00:27:00
491,817.76,21,electronics,debit_card,4,5,0,2025-01-01 16:20:00
492,41.48,9,gaming,credit_card,1,2,0,2025-01-01 08:11:00
493,1612.56,11,electronics,credit_card,6,3,0,2025-01-02 17:00:00
494,111.25,21,gaming,credit_card,4,7,0,2025-01-02 08:52:00
495,688.61,20,fashion,mobile_wallet,10,10,0,2025-01-01 08:14:00
496,1848.49,10,electronics,bank_transfer,14,10,1,2025-01-01 08:15:00
497,958.76,11,fuel,mobile_wallet,3,5,0,2025-01-02 17:20:00
498,1326.14,12,subscriptions,mobile_wallet,11,3,0,2025-01-02 09:08:00
499,1637.19,7,electronics,mobile_wallet,11,6,1,2025-01-02 17:30:00
500,447.75,12,travel,mobile_wallet,10,4,0,2025-01-02 09:16:00
501,1492.16,11,fuel,debit_card,15,9,1,2025-01-02 17:40:00
502,1724.22,2,fuel,bank_transfer,13,9,1,2025-01-01 08:21:00
503,911.58,7,groceries,mobile_wallet,5,8,0,2025-01-02 01:06:00
504,1270.78,17,subscriptions,credit_card,10,1,0,2025-01-01 08:23:00
505,826.08,0,electronics,credit_card,10,9,0,2025-01-02 01:12:00
506,1184.01,10,fuel,debit_card,14,3,0,2025-01-01 08:25:00
507,1638.0,17,fuel,mobile_wallet,6,9,0,2025-01-01 16:52:00
508,1992.96,17,restaurants,debit_card,3,3,0,2025-01-01 16:54:00
509,1954.3,9,electronics,bank_transfer,10,6,0,2025-01-01 08:28:00
510,886.35,11,subscriptions,bank_transfer,3,7,0,2025-01-02 01:27:00
511,1596.05,7,restaurants,credit_card,12,7,0,2025-01-01 08:30:00
512,120.2,3,electronics,mobile_wallet,3,2,0,2025-01-02 10:04:00
513,1419.92,15,gaming,debit_card,7,10,1,2025-01-02 18:40:00
514,820.12,9,fuel,credit_card,2,1,0,2025-01-02 18:45:00
515,63.5,2,groceries,credit_card,11,6,0,2025-01-02 18:50:00
516,1578.82,9,travel,mobile_wallet,7,0,0,2025-01-02 01:45:00
517,421.6,16,fuel,mobile_wallet,11,3,0,2025-01-01 17:12:00
518,581.86,10,fuel,bank_transfer,4,10,0,2025-01-02 19:05:00
519,1746.14,16,fashion,debit_card,8,7,0,2025-01-02 01:54:00
520,1865.59,22,fuel,bank_transfer,7,8,0,2025-01-02 10:36:00
521,1479.97,18,fashion,bank_transfer,9,3,0,2025-01-02 19:20:00
522,735.97,22,fuel,mobile_wallet,4,5,0,2025-01-01 17:22:00
523,233.96,11,gaming,debit_card,14,1,0,2025-01-02 02:06:00
524,61.84,15,restaurants,bank_transfer,2,3,0,2025-01-02 02:09:00
525,1818.38,10,fuel,bank_transfer,5,5,0,2025-01-02 19:40:00
526,788.25,22,restaurants,debit_card,6,5,0,2025-01-02 19:45:00
527,351.5,11,travel,mobile_wallet,3,5,0,2025-01-02 02:18:00
528,825.86,14,fashion,debit_card,15,10,0,2025-01-02 19:55:00
529,1602.74,23,fuel,debit_card,2,1,0,2025-01-01 17:36:00
530,1265.2,17,groceries,credit_card,2,10,0,2025-01-02 20:05:00
531,651.42,15,groceries,credit_card,4,4,0,2025-01-02 20:10:00
532,261.7,6,subscriptions,debit_card,11,5,0,2025-01-01 17:42:00
533,1751.59,18,groceries,bank_transfer,1,5,0,2025-01-01 17:44:00
534,1479.52,21,electronics,debit_card,15,2,1,2025-01-01 08:53:00
535,240.01,18,travel,debit_card,3,8,0,2025-01-01 17:48:00
536,1667.38,2,travel,debit_card,7,7,0,2025-01-02 11:40:00
537,926.11,14,travel,mobile_wallet,2,1,0,2025-01-02 20:40:00
538,457.57,13,gaming,mobile_wallet,6,6,0,2025-01-01 08:57:00
539,744.27,7,gaming,bank_transfer,3,3,0,2025-01-02 11:52:00
540,1547.44,17,gaming,credit_card,7,8,1,2025-01-01 17:58:00
541,156.98,15,fashion,bank_transfer,13,9,0,2025-01-02 21:00:00
542,816.74,13,groceries,bank_transfer,12,7,0,2025-01-01 09:01:00
543,1903.15,2,travel,credit_card,15,6,1,2025-01-02 21:10:00
544,1168.28,5,restaurants,credit_card,4,4,0,2025-01-02 03:09:00
545,553.93,16,fashion,mobile_wallet,12,8,0,2025-01-02 03:12:00
546,811.28,2,electronics,mobile_wallet,4,0,0,2025-01-02 12:20:00
547,488.19,1,subscriptions,mobile_wallet,10,8,0,2025-01-01 18:12:00
548,147.4,10,fashion,credit_card,4,10,0,2025-01-01 18:14:00
549,916.06,6,gaming,credit_card,8,10,0,2025-01-01 09:08:00
550,669.92,15,groceries,bank_transfer,1,0,0,2025-01-02 03:27:00
551,1576.17,15,gaming,bank_transfer,7,10,1,2025-01-02 03:30:00
552,1243.83,11,fuel,debit_card,6,4,0,2025-01-02 03:33:00
553,631.19,9,travel,credit_card,12,5,0,2025-01-01 09:12:00
554,1368.0,19,restaurants,bank_transfer,3,9,0,2025-01-02 12:52:00
555,1432.36,3,groceries,bank_transfer,1,2,0,2025-01-02 03:42:00
556,1143.36,22,subscriptions,mobile_wallet,13,2,0,2025-01-02 13:00:00
557,302.38,7,restaurants,debit_card,10,4,0,2025-01-01 09:16:00
558,176.93,3,groceries,debit_card,9,6,0,2025-01-02 03:51:00
559,1837.55,5,fashion,debit_card,2,4,0,2025-01-01 18:36:00
560,1268.24,6,fashion,mobile_wallet,12,0,0,2025-01-02 13:16:00
561,1313.83,14,electronics,credit_card,3,4,0,2025-01-02 22:40:00
562,1414.56,14,subscriptions,credit_card,12,6,0,2025-01-02 22:45:00
563,1501.57,6,electronics,credit_card,6,9,1,2025-01-02 22:50:00
564,504.44,14,gaming,debit_card,12,9,1,2025-01-01 18:46:00
565,587.45,12,gaming,bank_transfer,1,7,0,2025-01-02 04:12:00
566,178.28,14,fuel,mobile_wallet,13,0,0,2025-01-02 13:40:00
567,1646.28,7,travel,credit_card,3,9,1,2025-01-02 13:44:00
568,1804.44,17,subscriptions,debit_card,3,2,0,2025-01-01 09:27:00
569,563.78,15,gaming,mobile_wallet,1,0,0,2025-01-02 13:52:00
570,936.08,10,fuel,debit_card,3,1,0,2025-01-02 04:27:00
571,327.22,23,gaming,debit_card,13,8,1,2025-01-01 09:30:00
572,1114.03,3,groceries,credit_card,13,4,0,2025-01-01 19:02:00
573,1003.97,21,fuel,credit_card,13,9,0,2025-01-01 19:04:00
574,791.52,16,groceries,bank_transfer,7,7,0,2025-01-02 04:39:00
575,285.35,13,groceries,mobile_wallet,10,7,0,2025-01-02 23:50:00
576,837.55,21,subscriptions,debit_card,8,7,0,2025-01-02 14:20:00
577,1870.8,5,groceries,credit_card,8,4,0,2025-01-02 14:24:00
578,1122.77,20,fuel,debit_card,14,7,0,2025-01-01 09:37:00
579,386.17,19,travel,credit_card,8,7,0,2025-01-01 09:38:00
580,1296.61,12,electronics,credit_card,5,0,0,2025-01-01 19:18:00
581,859.18,14,fashion,mobile_wallet,15,9,0,2025-01-02 14:40:00
582,1218.79,1,restaurants,bank_transfer,11,8,1,2025-01-01 19:22:00
583,1343.04,1,groceries,mobile_wallet,8,10,0,2025-01-02 14:48:00
584,1709.17,14,travel,debit_card,4,10,1,2025-01-02 14:52:00
585,919.74,4,fashion,bank_transfer,8,9,0,2025-01-02 14:56:00
586,121.56,3,restaurants,mobile_wallet,11,6,0,2025-01-01 19:30:00
587,35.87,23,fuel,bank_transfer,2,3,0,2025-01-02 05:18:00
588,216.07,7,fashion,mobile_wallet,6,9,0,2025-01-03 00:55:00
589,429.11,23,electronics,bank_transfer,14,9,1,2025-01-02 15:12:00
590,891.91,16,groceries,bank_transfer,6,1,0,2025-01-01 19:38:00
591,1546.07,12,electronics,mobile_wallet,14,4,1,2025-01-03 01:10:00
592,1852.24,17,electronics,debit_card,1,0,0,2025-01-01 19:42:00
593,553.26,14,subscriptions,mobile_wallet,3,2,0,2025-01-01 19:44:00
594,742.0,19,fuel,debit_card,10,1,0,2025-01-01 19:46:00
595,1397.44,8,fuel,debit_card,11,9,1,2025-01-02 05:42:00
596,1917.56,20,groceries,bank_transfer,5,6,0,2025-01-01 09:55:00
597,1033.06,8,restaurants,credit_card,14,7,0,2025-01-01 19:52:00
598,733.9,0,fashion,debit_card,14,0,0,2025-01-02 15:48:00
599,1050.03,19,gaming,credit_card,10,9,0,2025-01-01 19:56:00
600,1568.86,0,fashion,mobile_wallet,13,8,1,2025-01-03 01:55:00
601,1925.89,7,travel,debit_card,2,1,0,2025-01-03 02:00:00
602,1744.11,4,restaurants,bank_transfer,12,4,0,2025-01-01 20:02:00
603,1406.03,16,travel,credit_card,14,8,1,2025-01-01 10:02:00
604,443.45,23,travel,credit_card,9,2,0,2025-01-02 16:12:00
605,504.04,3,subscriptions,credit_card,13,2,0,2025-01-03 02:20:00
606,1341.02,13,electronics,mobile_wallet,7,2,0,2025-01-02 06:15:00
607,686.96,9,restaurants,debit_card,15,3,0,2025-01-02 16:24:00
608,5.31,0,electronics,mobile_wallet,4,6,0,2025-01-02 06:21:00
609,1061.61,18,restaurants,mobile_wallet,3,0,0,2025-01-01 10:08:00
610,1654.47,10,travel,debit_card,5,6,0,2025-01-01 10:09:00
611,1262.6,11,fashion,credit_card,15,2,0,2025-01-02 06:30:00
612,377.64,7,gaming,mobile_wallet,9,1,0,2025-01-01 20:22:00
613,1513.85,22,subscriptions,credit_card,9,1,0,2025-01-03 03:00:00
614,1190.1,16,restaurants,debit_card,5,10,0,2025-01-03 03:05:00
615,657.95,6,fashion,bank_transfer,8,2,0,2025-01-02 06:42:00
616,580.52,8,restaurants,bank_transfer,8,0,0,2025-01-01 10:15:00
617,1091.62,23,travel,mobile_wallet,15,5,0,2025-01-02 17:04:00
618,910.78,5,groceries,bank_transfer,2,9,0,2025-01-02 17:08:00
619,519.58,18,fuel,debit_card,3,6,0,2025-01-01 10:18:00
620,1622.02,16,groceries,bank_transfer,5,9,0,2025-01-01 10:19:00
621,963.55,8,gaming,mobile_wallet,2,1,0,2025-01-02 07:00:00
622,1065.82,10,electronics,mobile_wallet,14,0,0,2025-01-01 20:42:00
623,827.57,5,restaurants,mobile_wallet,8,8,0,2025-01-01 20:44:00
624,1142.83,9,fashion,debit_card,4,6,0,2025-01-02 07:09:00
625,933.38,13,restaurants,bank_transfer,6,2,0,2025-01-01 10:24:00
626,1099.94,12,restaurants,credit_card,13,5,0,2025-01-01 10:25:00
627,767.5,7,travel,bank_transfer,15,4,0,2025-01-03 04:10:00
628,1518.26,17,fuel,bank_transfer,6,9,0,2025-01-01 10:27:00
629,211.07,0,fuel,credit_card,14,4,0,2025-01-02 07:24:00
630,1907.13,3,electronics,credit_card,1,0,0,2025-01-03 04:25:00
631,1852.45,2,electronics,mobile_wallet,11,1,1,2025-01-02 18:00:00
632,1755.78,23,groceries,mobile_wallet,12,10,1,2025-01-01 10:31:00
633,70.25,14,travel,debit_card,12,3,0,2025-01-02 18:08:00
634,484.68,13,restaurants,credit_card,14,9,0,2025-01-01 10:33:00
635,1509.21,16,restaurants,mobile_wallet,13,9,1,2025-01-02 07:42:00
636,550.35,16,gaming,credit_card,15,5,0,2025-01-01 21:10:00
637,1366.48,1,groceries,debit_card,10,1,0,2025-01-01 10:36:00
638,1014.27,9,travel,credit_card,3,0,0,2025-01-03 05:05:00
639,459.78,7,travel,credit_card,11,2,0,2025-01-03 05:10:00
640,400.2,13,subscriptions,credit_card,12,8,0,2025-01-02 18:36:00
641,421.29,17,subscriptions,credit_card,8,9,0,2025-01-02 08:00:00
642,24.3,19,subscriptions,mobile_wallet,7,1,0,2025-01-03 05:25:00
643,1916.55,1,subscriptions,debit_card,11,5,0,2025-01-01 10:42:00
644,1709.43,20,groceries,bank_transfer,8,0,0,2025-01-02 08:09:00
645,205.14,17,groceries,mobile_wallet,5,1,0,2025-01-01 10:44:00
646,1776.06,7,travel,bank_transfer,13,0,1,2025-01-03 05:45:00
647,79.72,19,gaming,mobile_wallet,6,8,0,2025-01-02 19:04:00
648,608.1,19,gaming,credit_card,8,1,0,2025-01-02 08:21:00
649,994.95,7,restaurants,bank_transfer,15,9,0,2025-01-03 06:00:00
650,1098.93,7,electronics,debit_card,2,6,0,2025-01-01 21:38:00
651,1726.12,2,electronics,credit_card,15,10,1,2025-01-03 06:10:00
652,1385.84,11,fashion,credit_card,3,3,0,2025-01-03 06:15:00
653,981.1,0,subscriptions,mobile_wallet,3,4,0,2025-01-01 21:44:00
654,1014.73,23,fashion,debit_card,12,5,0,2025-01-01 21:46:00
655,1289.68,14,restaurants,debit_card,11,9,1,2025-01-02 08:42:00
656,230.81,0,fashion,mobile_wallet,5,8,0,2025-01-03 06:35:00
657,1200.96,6,subscriptions,mobile_wallet,2,0,0,2025-01-01 10:56:00
658,1422.38,10,subscriptions,mobile_wallet,9,4,0,2025-01-02 19:48:00
659,688.04,1,restaurants,bank_transfer,1,10,0,2025-01-02 19:52:00
660,137.75,5,fuel,bank_transfer,8,2,0,2025-01-01 21:58:00
661,755.28,0,subscriptions,mobile_wallet,6,5,0,2025-01-01 22:00:00
662,1157.59,7,subscriptions,bank_transfer,11,2,0,2025-01-01 11:01:00
663,1429.37,16,subscriptions,mobile_wallet,13,9,1,2025-01-01 22:04:00
664,1739.36,23,electronics,bank_transfer,1,7,0,2025-01-01 22:06:00
665,272.23,7,fuel,debit_card,14,0,0,2025-01-02 09:12:00
666,13.26,22,restaurants,debit_card,6,3,0,2025-01-02 20:20:00
667,1781.56,2,restaurants,credit_card,3,8,0,2025-01-03 07:30:00
668,1889.89,3,fuel,mobile_wallet,9,3,0,2025-01-01 22:14:00
669,1673.87,14,subscriptions,debit_card,8,1,0,2025-01-02 09:24:00
670,1872.3,5,subscriptions,bank_transfer,1,6,0,2025-01-02 09:27:00
671,839.05,8,restaurants,debit_card,11,8,0,2025-01-01 11:10:00
672,1226.3,22,gaming,credit_card,15,2,1,2025-01-01 22:22:00
673,440.58,3,groceries,bank_transfer,3,6,0,2025-01-01 22:24:00
674,533.39,8,travel,mobile_wallet,15,4,0,2025-01-01 11:13:00
675,378.02,13,gaming,bank_transfer,14,10,1,2025-01-01 22:28:00
676,1206.8,18,fuel,mobile_wallet,4,0,0,2025-01-01 11:15:00
677,269.76,17,gaming,credit_card,2,2,0,2025-01-01 22:32:00
678,1768.85,1,subscriptions,debit_card,14,4,0,2025-01-03 08:25:00
679,1540.9,8,travel,bank_transfer,8,8,1,2025-01-03 08:30:00
680,581.67,7,travel,credit_card,15,6,0,2025-01-02 21:16:00
681,1436.46,9,groceries,debit_card,15,3,0,2025-01-02 10:00:00
682,1649.74,18,restaurants,bank_transfer,13,9,1,2025-01-01 11:21:00
683,128.87,15,subscriptions,mobile_wallet,9,2,0,2025-01-02 21:28:00
684,1170.39,6,fashion,bank_transfer,9,9,0,2025-01-02 21:32:00
685,1735.94,4,fashion,bank_transfer,12,3,0,2025-01-03 09:00:00
686,1720.78,4,restaurants,credit_card,15,6,0,2025-01-02 10:15:00
687,1446.9,10,fuel,bank_transfer,12,8,1,2025-01-02 21:44:00
688,370.09,15,electronics,bank_transfer,11,9,1,2025-01-03 09:15:00
689,1674.73,6,gaming,mobile_wallet,5,10,1,2025-01-01 22:56:00
690,1655.94,13,fuel,credit_card,6,2,0,2025-01-01 11:29:00
691,709.56,13,groceries,mobile_wallet,14,6,0,2025-01-01 11:30:00
692,397.21,9,subscriptions,bank_transfer,9,6,0,2025-01-01 11:31:00
693,627.12,10,fuel,bank_transfer,4,5,0,2025-01-02 22:08:00
694,1824.48,11,fuel,bank_transfer,1,7,0,2025-01-02 22:12:00
695,56.49,23,travel,debit_card,1,6,0,2025-01-02 22:16:00
696,1934.63,4,fashion,debit_card,14,3,0,2025-01-02 10:45:00
697,1637.6,15,travel,credit_card,10,6,0,2025-01-02 22:24:00
698,1587.41,12,gaming,credit_card,12,0,1,2025-01-01 23:14:00
699,1722.19,0,electronics,bank_transfer,12,1,1,2025-01-02 10:54:00
700,157.19,9,subscriptions,bank_transfer,10,4,0,2025-01-02 10:57:00
701,242.63,15,travel,debit_card,4,10,0,2025-01-02 22:40:00
702,1744.07,14,groceries,mobile_wallet,7,9,0,2025-01-01 23:22:00
703,1686.63,20,restaurants,mobile_wallet,12,10,1,2025-01-01 11:42:00
704,1359.83,15,gaming,debit_card,15,7,1,2025-01-02 11:09:00
705,785.22,0,electronics,bank_transfer,4,2,0,2025-01-01 11:44:00
706,1357.25,21,fuel,credit_card,5,3,0,2025-01-02 11:15:00
707,1561.84,23,gaming,debit_card,1,10,1,2025-01-01 23:32:00
